id,artist,song,lyrics_bow
khalid+talk,khalid,talk,"['talk', 'talk', 'talk', 'goin', 'get', 'lost', 'let', 'first', 'cant', 'get', 'want', 'without', 'knowin', 'ive', 'never', 'felt', 'like', 'apologize', 'movin', 'far', 'talk', 'talk', 'figure', 'goin', 'yeah', 'started', 'right', 'see', 'eyes', 'tell', 'youre', 'wantin', 'whats', 'mind', 'theres', 'reason', 'hide', 'tell', 'somethin', 'aint', 'heard', 'ive', 'dreamin', 'bout', 'stop', 'thinkin', 'bout', 'talk', 'talk', 'talk', 'goin', 'get', 'lost', 'let', 'first', 'yeah', 'cant', 'get', 'want', 'without', 'knowin', 'ive', 'never', 'felt', 'like', 'apologize', 'movin', 'far', 'talk', 'talk', 'figure', 'goin', 'nah', 'penthouse', 'view', 'left', 'flowers', 'room', 'ill', 'make', 'sure', 'leave', 'door', 'unlocked', 'way', 'swear', 'wont', 'late', 'ill', 'five', 'oclock', 'youve', 'dreamin', 'bout', 'want', 'stop', 'thinkin', 'bout', 'talk', 'talk', 'talk', 'goin', 'get', 'lost', 'let', 'first', 'cant', 'get', 'want', 'without', 'knowin', 'ive', 'never', 'felt', 'like', 'apologize', 'movin', 'far', 'talk', 'talk', 'figure', 'goin', 'figure', 'goin']"
marshmello+one thing right,marshmello,one thing right,"['ive', 'cheated', 'lied', 'ive', 'broke', 'ive', 'cried', 'got', 'nothing', 'hide', 'ive', 'loved', 'ive', 'heard', 'broken', 'people', 'words', 'grace', 'deserve', 'sure', 'known', 'crazy', 'known', 'wild', 'mama', 'little', 'devilish', 'child', 'aint', 'stranger', 'troubles', 'door', 'wrong', 'place', 'wrong', 'time', 'chasin', 'wrong', 'things', 'life', 'every', 'kinda', 'lost', 'cant', 'find', 'got', 'one', 'thing', 'right', 'kinda', 'guy', 'girls', 'mamas', 'dont', 'like', 'runnin', 'wrong', 'crowd', 'wrong', 'nights', 'cause', 'wrong', 'million', 'times', 'got', 'one', 'thing', 'right', 'baby', 'got', 'one', 'thing', 'right', 'mmm', 'baby', 'got', 'one', 'thing', 'right', 'yeah', 'got', 'baby', 'got', 'one', 'thing', 'right', 'got', 'one', 'thing', 'right', 'saw', 'right', 'pain', 'kept', 'patient', 'changed', 'never', 'even', 'crossed', 'mind', 'walk', 'away', 'walk', 'away', 'gettin', 'crazy', 'reckless', 'wild', 'actin', 'like', 'mamas', 'little', 'devilish', 'child', 'took', 'heart', 'like', 'find', 'place', 'find', 'place', 'wrong', 'place', 'wrong', 'time', 'chasin', 'wrong', 'things', 'life', 'every', 'kinda', 'lost', 'cant', 'find', 'got', 'one', 'thing', 'right', 'kinda', 'guy', 'girls', 'mamas', 'like', 'runnin', 'wrong', 'crowd', 'wrong', 'nights', 'cause', 'ive', 'wrong', 'million', 'times', 'got', 'one', 'thing', 'right', 'baby', 'got', 'one', 'thing', 'right', 'mmm', 'baby', 'got', 'one', 'thing', 'right', 'yeah', 'got', 'baby', 'got', 'one', 'thing', 'right', 'got', 'one', 'thing', 'right', 'ive', 'wrong', 'million', 'times', 'got', 'one', 'thing', 'right', 'got', 'one', 'thing', 'right', 'wrong', 'place', 'wrong', 'time', 'chasin', 'wrong', 'things', 'life', 'every', 'kinda', 'lost', 'cant', 'find', 'got', 'one', 'thing', 'right', 'got', 'one', 'thing', 'right', 'kinda', 'guy', 'girls', 'mamas', 'dont', 'like', 'runnin', 'wrong', 'crowd', 'wrong', 'nights', 'cause', 'ive', 'wrong', 'million', 'times', 'got', 'one', 'thing', 'right', 'baby', 'got', 'one', 'thing', 'right', 'mmm', 'baby', 'got', 'one', 'thing', 'right', 'yeah', 'got', 'baby', 'got', 'one', 'thing', 'right', 'got', 'one', 'thing', 'right', 'wrong', 'place', 'wrong', 'time', 'chasin', 'wrong', 'things', 'life', 'every', 'kinda', 'lost', 'cant', 'find', 'got', 'one', 'thing', 'right', 'got', 'one', 'thing', 'right']"
the chainsmokers+call you mine,the chainsmokers,call you mine,"['two', 'kids', 'hearts', 'fire', 'whos', 'gonna', 'save', 'thought', 'couldnt', 'get', 'higher', 'things', 'started', 'looking', 'look', 'look', 'like', 'nothing', 'strangers', 'two', 'kids', 'hearts', 'fire', 'dont', 'let', 'burn', 'think', 'believe', 'someone', 'cannot', 'live', 'without', 'cause', 'know', 'dont', 'wanna', 'live', 'without', 'yeah', 'come', 'lets', 'turn', 'around', 'bring', 'back', 'bar', 'downtown', 'wouldnt', 'let', 'walk', 'yeah', 'said', 'hey', 'whatcha', 'rest', 'life', 'said', 'dont', 'even', 'know', 'tonight', 'went', 'one', 'conversation', 'lips', 'mine', 'said', 'never', 'regretted', 'day', 'called', 'mine', 'call', 'mine', 'call', 'mine', 'said', 'never', 'regretted', 'day', 'called', 'mine', 'broke', 'kids', 'running', 'city', 'drunk', 'subway', 'train', 'set', 'free', 'every', 'time', 'kissed', 'couldnt', 'feel', 'pain', 'looked', 'looked', 'like', 'wed', 'never', 'look', 'away', 'broke', 'kids', 'running', 'city', 'dont', 'let', 'memory', 'fade', 'said', 'hey', 'whatcha', 'rest', 'life', 'said', 'dont', 'even', 'know', 'tonight', 'went', 'one', 'conversation', 'lips', 'mine', 'said', 'never', 'regretted', 'day', 'called', 'mine', 'call', 'mine', 'call', 'mine', 'said', 'never', 'regretted', 'day', 'called', 'mine', 'think', 'believe', 'someone', 'cannot', 'live', 'without', 'cause', 'know', 'dont', 'wanna', 'live', 'without', 'yeah', 'come', 'lets', 'turn', 'around', 'bring', 'back', 'bar', 'downtown', 'wouldnt', 'let', 'walk', 'said', 'hey', 'whatcha', 'rest', 'life', 'said', 'dont', 'even', 'know', 'tonight', 'went', 'one', 'conversation', 'lips', 'mine', 'said', 'never', 'regretted', 'day', 'called', 'mine', 'call', 'mine', 'said', 'never', 'regretted', 'day', 'called', 'mine', 'call', 'mine', 'call', 'mine', 'call', 'mine', 'call', 'mine']"
ed sheeran+cross me (feat. chance the rapper & pnb rock),ed sheeran,cross me (feat. chance the rapper & pnb rock),"['anything', 'needs', 'call', 'dont', 'worry', 'bout', 'thats', 'seed', 'yup', 'thats', 'know', 'cross', 'cross', 'cross', 'cross', 'fred', 'anything', 'needs', 'call', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'know', 'cross', 'cross', 'cross', 'cross', 'aint', 'messin', 'man', 'something', 'different', 'really', 'need', 'understand', 'nobodys', 'comin', 'close', 'dont', 'ever', 'wanna', 'run', 'around', 'spent', 'youth', 'jumpin', 'know', 'fuckin', 'love', 'like', 'nobody', 'ever', 'could', 'know', 'stay', 'trippin', 'crazy', 'stickin', 'baby', 'sure', 'together', 'solo', 'doesnt', 'matter', 'hear', 'lady', 'know', 'aint', 'one', 'play', 'ill', 'standin', 'close', 'know', 'ayy', 'anything', 'needs', 'call', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'know', 'cross', 'cross', 'cross', 'cross', 'cross', 'cross', 'cross', 'nobodys', 'comin', 'close', 'yeah', 'think', 'know', 'cross', 'anything', 'needs', 'call', 'cross', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'come', 'let', 'think', 'know', 'aint', 'messin', 'man', 'gon', 'stand', 'crouched', 'like', 'got', 'kung', 'death', 'stare', 'cross', 'armed', 'runnin', 'mouth', 'like', 'faucet', 'dont', 'know', 'girl', 'doin', 'crossfit', 'pew', 'kung', 'pow', 'hit', 'ass', 'cross', 'kick', 'pulling', 'air', 'wear', 'exhausted', 'know', 'gonna', 'slide', 'anytime', 'bitches', 'talk', 'shit', 'keep', 'lil', 'blade', 'fuckin', 'lip', 'gloss', 'kit', 'ayy', 'one', 'say', 'without', 'better', 'pay', 'respect', 'queen', 'better', 'shit', 'without', 'flirt', 'gotta', 'respect', 'hbic', 'couple', 'things', 'need', 'know', 'still', 'wanna', 'friends', 'know', 'cross', 'cross', 'cross', 'cross', 'cross', 'anything', 'needs', 'call', 'cross', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'nobodys', 'comin', 'close', 'yeah', 'think', 'know', 'cross', 'anything', 'needs', 'call', 'cross', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'come', 'let', 'think', 'know', 'stay', 'trippin', 'crazy', 'quit', 'messin', 'baby', 'sure', 'together', 'solo', 'doesnt', 'matter', 'hear', 'lady', 'know', 'aint', 'one', 'play', 'ill', 'standin', 'close', 'know', 'cross', 'anything', 'needs', 'call', 'cross', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'nobodys', 'comin', 'close', 'yeah', 'think', 'know', 'cross', 'anything', 'needs', 'call', 'cross', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'come', 'let', 'think', 'know', 'cross', 'anything', 'needs', 'call', 'cross', 'dont', 'worry', 'thats', 'seed', 'yup', 'thats', 'know', 'cross', 'cross', 'cross', 'cross', 'yeah']"
childish gambino+this is america,childish gambino,this is america,"['yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'away', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'away', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'away', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'away', 'wanna', 'party', 'party', 'want', 'money', 'money', 'know', 'wanna', 'party', 'party', 'girl', 'got', 'dancin', 'yeah', 'girl', 'got', 'dancin', 'dance', 'shake', 'frame', 'wanna', 'party', 'yeah', 'party', 'yeah', 'want', 'money', 'yeah', 'money', 'know', 'wanna', 'party', 'yeah', 'party', 'yeah', 'girl', 'got', 'dancin', 'yeah', 'girl', 'got', 'dancin', 'dance', 'shake', 'frame', 'america', 'dont', 'catch', 'slippin', 'dont', 'catch', 'slippin', 'look', 'whippin', 'america', 'woo', 'dont', 'catch', 'slippin', 'dont', 'catch', 'slippin', 'look', 'whippin', 'america', 'dont', 'catch', 'slippin', 'look', 'livin', 'police', 'trippin', 'yeah', 'america', 'guns', 'area', 'word', 'area', 'got', 'strap', 'ayy', 'ayy', 'gotta', 'carry', 'yeah', 'yeah', 'ima', 'ugh', 'yeah', 'yeah', 'guerilla', 'woo', 'yeah', 'yeah', 'ima', 'get', 'bag', 'yeah', 'yeah', 'ima', 'get', 'pad', 'yeah', 'yeah', 'cold', 'like', 'yeah', 'yeah', 'dope', 'like', 'yeah', 'woo', 'gon', 'blow', 'like', 'yeah', 'straight', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'tell', 'somebody', 'tell', 'somebody', 'grandma', 'told', 'get', 'money', 'black', 'man', 'get', 'money', 'get', 'money', 'black', 'man', 'get', 'money', 'get', 'money', 'black', 'man', 'get', 'black', 'man', 'get', 'money', 'black', 'man', 'get', 'black', 'man', 'black', 'man', 'america', 'woo', 'dont', 'catch', 'slippin', 'woo', 'woo', 'dont', 'catch', 'slippin', 'dont', 'catch', 'slippin', 'ayy', 'woah', 'look', 'whippin', 'slime', 'america', 'yeah', 'yeah', 'dont', 'catch', 'slippin', 'woah', 'ayy', 'dont', 'catch', 'slippin', 'ayy', 'woo', 'look', 'whippin', 'ayy', 'look', 'geekin', 'hey', 'fitted', 'fitted', 'woo', 'gucci', 'gucci', 'pretty', 'yeah', 'yeah', 'gon', 'get', 'ayy', 'gon', 'get', 'watch', 'move', 'blaow', 'celly', 'thats', 'tool', 'yeah', 'kodak', 'woo', 'black', 'ooh', 'know', 'yeah', 'know', 'hold', 'get', 'get', 'get', 'ooh', 'work', 'hunnid', 'bands', 'hunnid', 'bands', 'hunnid', 'bands', 'hunnid', 'bands', 'contraband', 'contraband', 'contraband', 'contraband', 'got', 'plug', 'oaxaca', 'woah', 'gonna', 'find', 'blocka', 'blaow', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'america', 'tell', 'somebody', 'checked', 'following', 'list', 'tell', 'somebody', 'mothafuckas', 'owe', 'grandma', 'told', 'get', 'money', 'black', 'man', 'black', 'man', 'get', 'money', 'black', 'man', 'black', 'man', 'get', 'money', 'black', 'man', 'black', 'man', 'get', 'money', 'black', 'man', 'black', 'man', 'get', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'tell', 'somebody', 'tell', 'somebody', 'grandma', 'told', 'get', 'money', 'black', 'man', 'black', 'man', 'get', 'money', 'black', 'man', 'black', 'man', 'get', 'money', 'black', 'man', 'black', 'man', 'get', 'money', 'black', 'man', 'black', 'man', 'black', 'man', 'black', 'man', 'world', 'barcode', 'ayy', 'black', 'man', 'world', 'drivin', 'expensive', 'foreigns', 'ayy', 'big', 'dawg', 'yeah', 'kenneled', 'backyard', 'probably', 'aint', 'life', 'dog', 'big', 'dog']"
chris cornell+when bad does good,chris cornell,when bad does good,"['standing', 'beside', 'open', 'grave', 'youre', 'fate', 'decided', 'life', 'erased', 'final', 'hour', 'come', 'today', 'lit', 'fire', 'temples', 'burning', 'child', 'youre', 'hunter', 'lion', 'cut', 'like', 'ive', 'done', 'many', 'times', 'sometimes', 'bad', 'good', 'sometimes', 'bad', 'good', 'sometimes', 'bad', 'good', 'heard', 'say', 'flesh', 'sells', 'pound', 'blood', 'raining', 'cuts', 'deep', 'river', 'diving', 'shine', 'light', 'onto', 'earth', 'shake', 'gold', 'dust', 'dirt', 'saints', 'beside', 'prayers', 'guide', 'sometimes', 'bad', 'good', 'bad', 'good', 'sometimes', 'bad', 'good', 'rain', 'heaven', 'falling', 'ive', 'chosen', 'side', 'show', 'pity', 'rain', 'heaven', 'falling', 'spare', 'lives', 'try', 'rain', 'heaven', 'falling', 'let', 'understood', 'sometimes', 'bad', 'good', 'rain', 'heaven', 'falling', 'sometimes', 'bad', 'good', 'rain', 'heaven', 'falling', 'sometimes', 'bad', 'good']"
high on fire+electric messiah,high on fire,electric messiah,"['stealing', 'blades', 'old', 'gods', 'grave', 'thunder', 'firestorm', 'tempting', 'wrath', 'giant', 'path', 'grip', 'battle', 'axe', 'war', 'come', 'usurp', 'throne', 'sink', 'teeth', 'electric', 'messiah', 'thunder', 'fire', 'electric', 'messiah', 'thunder', 'fire', 'pack', 'hell', 'devil', 'well', 'take', 'drink', 'two', 'sever', 'wrist', 'blood', 'fixed', 'worship', 'followless', 'war', 'come', 'usurp', 'throne', 'sink', 'teeth', 'electric', 'messiah', 'thunder', 'fire', 'electric', 'messiah', 'thunder', 'fire', 'give', 'praise', 'ace', 'hits', 'stage', 'amazed', 'cards', 'played', 'homage', 'paid', 'king', 'grave', 'playing', 'bass', 'melting', 'face', 'give', 'praise', 'ace', 'hits', 'stage', 'amazed', 'cards', 'played', 'stealing', 'blades', 'old', 'gods', 'grave', 'thunder', 'firestorm', 'tempting', 'wrath', 'giant', 'path', 'grip', 'battle', 'axe', 'war', 'come', 'usurp', 'throne', 'sink', 'teeth', 'electric', 'messiah', 'thunder', 'fire', 'electric', 'messiah', 'thunder', 'fire', 'give', 'praise', 'ace', 'hits', 'stage', 'amazed', 'cards', 'played', 'homage', 'paid', 'king', 'grave', 'playing', 'bass', 'melting', 'face', 'give', 'praise', 'ace', 'hits', 'stage', 'amazed', 'cards', 'played']"
st vincent+masseduction,st vincent,masseduction,"['black', 'saints', 'lady', 'playin', 'knockoff', 'soul', 'punk', 'rock', 'romantic', 'slumped', 'kitchen', 'floor', 'nuns', 'stress', 'position', 'smokin', 'marlboros', 'lolita', 'weeping', 'bride', 'beautiful', 'masseduction', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'hold', 'like', 'weapon', 'mass', 'destruction', 'dont', 'turn', 'turns', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'hold', 'like', 'weapon', 'mass', 'destruction', 'dont', 'turn', 'turns', 'smilin', 'nihilist', 'met', 'angry', 'glass', 'half', 'full', 'drinkin', 'manic', 'panic', 'singin', 'boatmans', 'call', 'teenage', 'christian', 'virgins', 'holdin', 'tongues', 'paranoid', 'secretions', 'fallin', 'basement', 'rugs', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'hold', 'like', 'weapon', 'mass', 'destruction', 'dont', 'turn', 'turns', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'hold', 'like', 'weapon', 'mass', 'destruction', 'dont', 'turn', 'turns', 'bore', 'adored', 'bore', 'adored', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'cant', 'turn', 'turns', 'masseduction', 'hold', 'like', 'weapon', 'mass', 'destruction', 'dont', 'turn', 'turns', 'mass', 'destruction', 'mass', 'destruction', 'mass', 'destruction', 'mass', 'destruction', 'dont', 'turn', 'turns', 'mass', 'destruction', 'mass', 'destruction', 'mass', 'destruction', 'mass', 'destruction']"
ella mai+boo'd up,ella mai,boo'd up,"['yeah', 'yeah', 'yeah', 'yeah', 'feelings', 'deep', 'feelings', 'aint', 'really', 'like', 'cant', 'control', 'anxiety', 'feeling', 'like', 'touching', 'ceiling', 'cant', 'breathe', 'boy', 'something', 'ooh', 'ill', 'never', 'get', 'find', 'something', 'new', 'get', 'high', 'like', 'yeah', 'yeah', 'ooh', 'ill', 'never', 'get', 'find', 'something', 'new', 'get', 'high', 'like', 'listen', 'heart', 'dum', 'bood', 'biddy', 'dum', 'bood', 'hear', 'heart', 'dum', 'bood', 'biddy', 'dum', 'wont', 'stop', 'dum', 'bood', 'biddy', 'dum', 'bood', 'hear', 'heart', 'dum', 'bood', 'biddy', 'dum', 'wont', 'stop', 'many', 'ways', 'say', 'need', 'baby', 'true', 'think', 'might', 'die', 'without', 'feeling', 'body', 'know', 'like', 'aint', 'gotta', 'tell', 'yeah', 'yeah', 'ooh', 'ill', 'never', 'get', 'find', 'something', 'new', 'get', 'high', 'like', 'yeah', 'yeah', 'ooh', 'ill', 'never', 'get', 'find', 'something', 'new', 'get', 'high', 'like', 'listen', 'heart', 'dum', 'bood', 'biddy', 'dum', 'bood', 'hear', 'heart', 'dum', 'bood', 'biddy', 'dum', 'wont', 'stop', 'dum', 'bood', 'biddy', 'dum', 'bood', 'hear', 'heart', 'dum', 'bood', 'biddy', 'dum', 'wont', 'stop', 'head', 'heels', 'love', 'right', 'front', 'aint', 'gotta', 'look', 'baby', 'wanna', 'build', 'love', 'everything', 'want', 'aint', 'gotta', 'ask', 'got', 'bood', 'bood', 'bood', 'bood', 'told', 'jump', 'one', 'choose', 'got', 'bood', 'bood', 'bood', 'bood', 'grab', 'waist', 'baby', 'pull', 'closer', 'ooh', 'ill', 'never', 'get', 'find', 'something', 'new', 'get', 'high', 'like', 'yeah', 'yeah', 'ooh', 'ill', 'never', 'get', 'find', 'something', 'new', 'get', 'high', 'like', 'listen', 'heart', 'dum', 'bood', 'biddy', 'dum', 'bood', 'hear', 'heart', 'dum', 'bood', 'biddy', 'dum', 'wont', 'stop', 'dum', 'bood', 'biddy', 'dum', 'bood', 'hear', 'heart', 'dum', 'bood', 'biddy', 'dum', 'wont', 'stop', 'crazy', 'feeling', 'like', 'dont', 'want', 'get', 'attached', 'feel', 'like', 'already', 'minds', 'telling', 'one', 'thing', 'guess', 'listen', 'heart', 'right']"
anderson paak+bubblin,anderson paak,bubblin,"['look', 'okay', 'bubblin', 'look', 'look', 'okay', 'bubblin', 'look', 'yeah', 'one', 'hand', 'one', 'bag', 'bubblin', 'look', 'cash', 'look', 'cash', 'comin', 'come', 'get', 'mans', 'lil', 'nigga', 'buggin', 'leave', 'bag', 'quit', 'jaw', 'jackery', 'dont', 'even', 'pass', 'dont', 'want', 'none', 'yeah', 'niggas', 'mad', 'enough', 'woah', 'watch', 'sayin', 'poppin', 'shakin', 'got', 'hot', 'laser', 'posse', 'deep', 'irate', 'act', 'fool', 'paper', 'dream', 'made', 'camino', 'daytons', 'vintage', 'guess', 'bape', 'put', 'bread', 'bitch', 'bitch', 'bet', 'ima', 'bank', 'piggy', 'flat', 'blanket', 'might', 'roll', 'today', 'might', 'roll', 'vegas', 'head', 'back', 'old', 'ways', 'cop', 'room', 'full', 'asian', 'hoes', 'blow', 'day', 'look', 'baby', 'look', 'baby', 'dont', 'look', 'like', 'million', 'bout', 'clean', 'safe', 'dont', 'look', 'like', 'somebody', 'bodyin', 'everything', 'talkin', 'great', 'dont', 'talkin', 'air', 'problems', 'gotten', 'easy', 'bury', 'rather', 'drown', 'hendricks', 'rather', 'kiss', 'mary', 'broker', 'way', 'longer', 'rich', 'levels', 'imma', 'take', 'mama', 'marriott', 'wear', 'took', 'long', 'get', 'gonna', 'spread', 'let', 'know', 'dead', 'gone', 'one', 'hand', 'one', 'bag', 'bubblin', 'look', 'one', 'hand', 'one', 'bag', 'bubblin', 'look', 'look', 'cash', 'look', 'cash', 'bubblin', 'okay', 'bubblin', 'look', 'cash', 'look', 'bubblin', 'one', 'hand', 'look', 'one', 'hand', 'one', 'hand', 'one', 'bag', 'bubblin', 'look', 'look', 'cash', 'look', 'cash', 'bubblin', 'okay', 'bubblin', 'look', 'cash', 'look', 'bubblin', 'ima', 'need', 'fries', 'give', 'hot', 'sauce', 'pies', 'give', 'better', 'nothin', 'dont', 'middle', 'better', 'get', 'higher', 'limit', 'simplify', 'dumbos', 'plenty', 'slides', 'shuffle', 'hit', 'cadence', 'young', 'bitch', 'isaac', 'hayes', 'billy', 'ocean', 'old', 'hoe', 'cane', 'stick', 'left', 'slippers', 'function', 'hard', 'run', 'gucci', 'slides', 'chick', 'thought', 'said', 'didnt', 'husband', 'ima', 'stud', 'cuckold', 'jackie', 'chan', 'trouble', 'cant', 'clean', 'bib', 'blood', 'drippin', 'cutthroats', 'lord', 'never', 'one', 'wanna', 'stunt', 'money', 'money', 'machine', 'gun', 'sprayed', 'ferragamo', 'store', 'rip', 'times', 'broke', 'life', '911', 'porsche', 'matte', 'black', 'lookin', 'clean', 'dead', 'prezies', 'envelope', 'cookin', 'canard', 'waitin', 'antidote', 'runnin', 'time', 'patience', 'thinner', 'pantyhose', 'get', 'empty', 'pockets', 'dont', 'youre', 'prisoner', 'tell', 'get', 'haha', 'hes', 'gonna', 'get', 'nasty', 'fuckin', 'bitch', 'frank', 'cool', 'huh', 'stay', 'fuck', 'outta', 'one', 'hand', 'one', 'bag', 'bubblin', 'look', 'one', 'hand', 'one', 'bag', 'bubblin', 'look', 'look', 'cash', 'look', 'cash', 'bubblin', 'okay', 'bubblin', 'look', 'cash', 'look', 'bubblin', 'one', 'hand', 'look', 'one', 'hand', 'one', 'hand', 'one', 'bag', 'bubblin', 'look', 'look', 'cash', 'look', 'cash', 'bubblin', 'okay', 'bubblin', 'look', 'cash', 'look', 'bubblin']"
drake+god's plan,drake,god's plan,"['yeah', 'wishin', 'wishin', 'wishin', 'wishin', 'wishin', 'yeah', 'movin', 'calm', 'dont', 'start', 'trouble', 'tryna', 'keep', 'peaceful', 'struggle', 'pull', 'cuddle', 'know', 'like', 'lovin', 'wanna', 'die', 'miss', 'yes', 'see', 'things', 'wishin', 'hope', 'got', 'brothers', 'outlive', 'gon', 'tell', 'story', 'shit', 'different', 'gods', 'plan', 'gods', 'plan', 'hold', 'back', 'sometimes', 'wont', 'yeah', 'feel', 'good', 'sometimes', 'dont', 'ayy', 'dont', 'finessed', 'weston', 'road', 'ayy', 'nessed', 'might', 'god', 'yeah', 'wait', 'hard', 'southside', 'yeah', 'wait', 'make', 'sure', 'north', 'side', 'eat', 'still', 'bad', 'things', 'lot', 'bad', 'things', 'wishin', 'wishin', 'wishin', 'wishin', 'wishin', 'bad', 'things', 'lot', 'bad', 'things', 'wishin', 'wishin', 'wishin', 'wishin', 'wishin', 'yeah', 'ayy', 'ayy', 'say', 'love', 'tell', 'partly', 'love', 'bed', 'momma', 'sorry', 'fifty', 'dub', 'even', 'got', 'tatted', 'theyll', 'bring', 'crashers', 'party', 'know', 'turn', 'dog', 'without', 'oli', 'thered', 'imagine', 'never', 'met', 'broskies', 'gods', 'plan', 'gods', 'plan', 'cant', 'ayy', 'ayy', 'someone', 'watchin', 'shit', 'close', 'yep', 'close', 'ive', 'since', 'scarlett', 'road', 'ayy', 'road', 'ayy', 'might', 'god', 'ayy', 'wait', 'hard', 'southside', 'ayy', 'wait', 'make', 'sure', 'north', 'side', 'eat', 'still', 'bad', 'things', 'lot', 'bad', 'things', 'wishin', 'wishin', 'wishin', 'wishin', 'wishin', 'yeah', 'yeah', 'bad', 'things', 'lot', 'bad', 'things', 'wishin', 'wishin', 'wishin', 'wishin', 'wishin', 'yeah']"
